order_id,customer_id,restaurant_id,order_timestamp,order_status,subtotal,discount_amount,delivery_fee,tax_amount,total_amount,payment_method,delivery_address,estimated_delivery_time,actual_delivery_time,cancellation_reason,delivery_address_norm
322,35,19,2026-06-01T19:18:28,delivered,1055.23,0.0,37.17,52.76,1145.16,upi,Barkerfurt,2026-06-01T20:04:28,2026-06-01T19:58:28,,barkerfurt
323,26,8,2026-01-05T21:06:07,delivered,441.44,0.0,50.9,22.07,514.41,card,West Barbarafurt,2026-01-05T21:59:07,2026-01-05T22:08:07,,west barbarafurt
324,99,8,2025-10-24T12:18:52,delivered,577.18,0.0,36.51,28.86,642.55,cash,East Sharonville,2025-10-24T13:11:52,2025-10-24T13:06:52,,east sharonville
325,45,43,2025-05-11T11:21:50,delivered,1071.66,0.0,36.14,53.58,1161.38,upi,New Michaelberg,2025-05-11T11:55:50,2025-05-11T11:55:50,,new michaelberg
326,66,42,2024-09-18T12:34:19,pending,177.36,29.76,44.04,8.87,200.51,card,Sarahchester,2024-09-18T13:08:19,2024-09-18T13:09:19,,sarahchester
327,63,35,2025-09-24T21:36:28,delivered,337.42,0.0,33.1,16.87,387.39,card,Lisahaven,2025-09-24T22:15:28,2025-09-24T22:13:28,,lisahaven
328,69,3,2025-08-14T14:33:00,delivered,354.16,0.0,45.58,17.71,417.45,card,Kristinastad,2025-08-14T14:53:00,2025-08-14T14:33:00,,kristinastad
329,90,23,2025-10-13T21:37:12,pending,177.46,0.0,57.17,8.87,243.5,upi,Morrisbury,2025-10-13T22:22:12,2025-10-13T22:13:12,,morrisbury
330,75,8,2025-05-16T20:22:44,delivered,125.55,0.0,45.15,6.28,176.98,upi,East Laurabury,2025-05-16T21:15:44,2025-05-16T21:19:44,,east laurabury
331,26,44,2026-03-18T18:17:56,delivered,363.06,0.0,50.09,18.15,431.3,card,West Barbarafurt,2026-03-18T18:55:56,2026-03-18T19:02:56,,west barbarafurt
332,78,41,2026-01-26T12:32:02,delivered,697.75,0.0,39.04,34.89,771.68,cash,Montgomerytown,2026-01-26T13:04:02,2026-01-26T13:18:02,,montgomerytown
333,60,16,2026-04-05T19:30:52,delivered,251.64,0.0,56.97,12.58,321.19,card,South Carlos,2026-04-05T20:01:52,2026-04-05T20:02:52,,south carlos
334,23,30,2026-01-17T20:28:44,delivered,212.17,0.0,35.12,10.61,257.9,cash,Port Nicoleshire,2026-01-17T21:18:44,2026-01-17T21:19:44,,port nicoleshire
335,31,48,2025-09-15T18:52:12,delivered,322.43,0.0,30.45,16.12,369.0,card,Harrytown,2025-09-15T19:42:12,2025-09-15T19:29:12,,harrytown
336,4,33,2026-01-01T21:13:06,delivered,1102.32,0.0,34.76,55.12,1192.2,upi,Hurstfurt,2026-01-01T21:52:06,2026-01-01T21:55:06,,hurstfurt
337,89,43,2026-03-04T13:16:06,cancelled,142.96,0.0,52.38,7.15,202.49,cash,Nelsonville,2026-03-04T13:50:06,2026-03-04T13:42:06,payment_failed,nelsonville
338,43,50,2024-11-09T11:47:14,delivered,1009.79,0.0,20.0,50.49,1080.28,card,East Steven,2024-11-09T12:30:14,2024-11-09T12:32:14,,east steven
339,30,47,2025-09-24T11:08:17,delivered,437.48,73.83,43.55,21.87,429.07,upi,Kristopherbury,2025-09-24T11:39:17,2025-09-24T11:24:17,,kristopherbury
340,7,11,2025-08-01T14:33:20,delivered,387.57,0.0,33.14,19.38,440.09,card,Samuelhaven,2025-08-01T15:31:20,2025-08-01T15:49:20,,samuelhaven
341,57,30,2025-05-05T11:19:10,delivered,539.19,0.0,48.03,26.96,614.18,card,North Tylerchester,2025-05-05T12:09:10,2025-05-05T12:22:10,,north tylerchester
342,19,16,2026-03-20T18:52:50,delivered,775.71,0.0,40.6,38.79,855.1,upi,Richardtown,2026-03-20T19:23:50,2026-03-20T19:22:50,,richardtown
343,50,50,2026-08-22T21:00:55,delivered,1335.17,0.0,39.3,66.76,1441.23,cash,East Josephberg,2026-08-22T21:43:55,2026-08-22T21:32:55,,east josephberg
344,93,43,2025-09-04T18:32:45,delivered,264.39,0.0,45.85,13.22,323.46,cash,South Jonathantown,2025-09-04T19:06:45,2025-09-04T18:42:45,,south jonathantown
345,69,49,2025-12-09T12:15:38,delivered,228.02,0.0,40.17,11.4,279.59,card,Kristinastad,2025-12-09T12:51:38,,,kristinastad
346,9,4,2025-04-01T12:34:42,delivered,741.88,0.0,24.6,37.09,803.57,card,East Jamesside,2025-04-01T13:25:42,2025-04-01T13:17:42,,east jamesside
347,65,10,2024-09-12T18:26:33,delivered,506.16,0.0,31.87,25.31,563.34,card,Shawchester,2024-09-12T19:14:33,2024-09-12T19:07:33,,shawchester
348,18,14,2025-06-01T13:40:58,delivered,561.42,0.0,48.27,28.07,637.76,upi,Bradleychester,2025-06-01T14:15:58,2025-06-01T14:03:58,,bradleychester
349,6,34,2026-05-19T21:13:33,delivered,245.67,0.0,33.55,12.28,291.5,cash,West Natashaport,2026-05-19T21:57:33,2026-05-19T21:55:33,,west natashaport
350,58,48,2024-12-09T19:03:22,delivered,168.51,0.0,51.71,8.43,228.65,card,Robertsfurt,2024-12-09T19:53:22,2024-12-09T19:49:22,,robertsfurt
351,83,6,2025-04-27T14:32:26,delivered,557.15,0.0,31.01,27.86,616.02,cash,South Vicki,2025-04-27T15:23:26,2025-04-27T15:16:26,,south vicki
352,12,35,2024-09-09T14:57:06,delivered,848.87,0.0,44.3,42.44,935.61,cash,Johnfurt,2024-09-09T15:36:06,2024-09-09T15:32:06,,johnfurt
353,1,25,2024-10-17T13:34:15,delivered,1297.2,0.0,40.59,64.86,1402.65,card,Lisatown,2024-10-17T14:08:15,2024-10-17T14:29:15,,lisatown
354,41,23,2024-11-16T21:46:31,delivered,784.94,0.0,29.5,39.25,853.69,cash,North Terrance,2024-11-16T22:31:31,2024-11-16T22:22:31,,north terrance
355,89,41,2026-05-27T18:21:47,delivered,267.42,0.0,35.39,13.37,316.18,card,Nelsonville,2026-05-27T18:53:47,2026-05-27T18:43:47,,nelsonville
356,69,7,2025-03-12T21:42:38,delivered,684.56,0.0,36.75,34.23,755.54,upi,Kristinastad,2025-03-12T22:04:38,2025-03-12T21:53:38,,kristinastad
357,87,46,2025-01-16T18:30:40,delivered,1228.02,0.0,41.59,61.4,1331.01,cash,East Brent,2025-01-16T19:10:40,2025-01-16T19:08:40,,east brent
358,25,46,2025-02-11T18:25:21,delivered,224.35,0.0,38.62,11.22,274.19,upi,Port Anthonybury,2025-02-11T19:05:21,2025-02-11T19:23:21,,port anthonybury
359,51,32,2025-10-19T21:29:41,cancelled,407.96,0.0,35.09,20.4,463.45,cash,Simmonsville,2025-10-19T22:11:41,2025-10-19T22:20:41,customer_request,simmonsville
360,43,48,2024-09-30T14:53:10,delivered,1210.78,0.0,52.09,60.54,1323.41,card,East Steven,2024-09-30T15:43:10,2024-09-30T15:30:10,,east steven
361,12,24,2025-08-07T13:49:44,delivered,247.23,0.0,41.94,12.36,301.53,card,Johnfurt,2025-08-07T14:12:44,2025-08-07T14:07:44,,johnfurt
362,61,35,2025-01-17T14:30:17,delivered,337.42,0.0,31.44,16.87,385.73,cash,West Cassidy,2025-01-17T15:09:17,2025-01-17T15:15:17,,west cassidy
363,63,9,2025-02-23T20:50:51,delivered,160.34,0.0,45.77,8.02,214.13,cash,Lisahaven,2025-02-23T21:23:51,2025-02-23T21:30:51,,lisahaven
364,52,39,2026-04-17T18:36:13,delivered,556.55,0.0,20.92,27.83,605.3,card,Garciaville,2026-04-17T19:14:13,2026-04-17T19:22:13,,garciaville
365,30,34,2026-04-05T20:36:31,delivered,622.92,0.0,36.89,31.15,690.96,cash,Kristopherbury,2026-04-05T21:20:31,2026-04-05T21:10:31,,kristopherbury
366,47,17,2024-11-27T11:27:04,delivered,279.43,0.0,40.94,13.97,334.34,cash,Wilsonton,2024-11-27T12:07:04,2024-11-27T12:08:04,,wilsonton
367,80,1,2025-01-26T13:42:41,pending,2299.12,0.0,20.0,114.96,2434.08,upi,Ferrellmouth,2025-01-26T14:35:41,2025-01-26T14:35:41,,ferrellmouth
368,21,18,2025-11-19T20:00:06,delivered,333.73,0.0,26.63,16.69,377.05,card,Stephaniemouth,2025-11-19T20:27:06,2025-11-19T20:26:06,,stephaniemouth
369,19,25,2026-03-05T14:20:48,cancelled,655.26,0.0,52.75,32.76,740.77,cash,Richardtown,2026-03-05T14:54:48,2026-03-05T14:40:48,restaurant_unavailable,richardtown
370,81,9,2024-09-01T13:49:15,pending,275.65,0.0,52.66,13.78,342.09,upi,South Dennisview,2024-09-01T14:22:15,2024-09-01T14:20:15,,south dennisview
371,96,15,2025-10-10T21:54:05,delivered,404.42,0.0,48.08,20.22,472.72,cash,East Williamport,2025-10-10T22:31:05,2025-10-10T22:37:05,,east williamport
372,44,24,2024-09-11T13:07:25,delivered,310.75,0.0,30.82,15.54,357.11,card,Baileyport,2024-09-11T13:30:25,2024-09-11T13:22:25,,baileyport
373,38,15,2025-03-08T21:57:14,pending,209.44,0.0,31.54,10.47,251.45,card,Lake Eric,2025-03-08T22:34:14,2025-03-08T22:51:14,,lake eric
374,9,49,2025-11-28T13:13:00,cancelled,956.45,0.0,38.97,47.82,1043.24,cash,East Jamesside,2025-11-28T13:49:00,2025-11-28T14:03:00,restaurant_unavailable,east jamesside
375,75,37,2026-05-15T12:27:31,cancelled,186.42,0.0,44.16,9.32,239.9,card,East Laurabury,2026-05-15T13:11:31,2026-05-15T13:11:31,customer_request,east laurabury
376,95,24,2026-03-14T20:08:22,delivered,1023.03,0.0,30.32,51.15,1104.5,upi,Ericborough,2026-03-14T20:31:22,,,ericborough
377,39,7,2026-04-18T19:20:48,delivered,300.76,0.0,27.01,15.04,342.81,cash,Port Chad,2026-04-18T19:42:48,2026-04-18T19:43:48,,port chad
378,29,25,2024-12-23T19:47:00,delivered,423.52,0.0,32.6,21.18,477.3,card,Freemanbury,2024-12-23T20:21:00,2024-12-23T20:21:00,,freemanbury
379,100,3,2025-03-30T13:39:11,delivered,1199.2,0.0,29.75,59.96,1288.91,card,Garciafort,2025-03-30T13:59:11,2025-03-30T14:07:11,,garciafort
380,52,46,2025-06-16T19:30:03,delivered,448.7,0.0,38.15,22.44,509.29,upi,Garciaville,2025-06-16T20:10:03,2025-06-16T20:11:03,,garciaville
381,60,30,2026-05-15T13:27:11,delivered,569.3,0.0,35.83,28.46,633.59,upi,South Carlos,2026-05-15T14:17:11,2026-05-15T14:19:11,,south carlos
382,56,38,2025-01-05T21:24:05,delivered,57.66,0.0,41.39,2.88,101.93,cash,Tuckermouth,2025-01-05T21:45:05,2025-01-05T21:46:05,,tuckermouth
383,60,8,2026-02-01T12:34:46,delivered,238.48,0.0,32.6,11.92,283.0,upi,South Carlos,2026-02-01T13:27:46,2026-02-01T13:41:46,,south carlos
384,23,37,2026-08-04T18:10:38,delivered,559.26,0.0,50.68,27.96,637.9,upi,Port Nicoleshire,2026-08-04T18:54:38,,,port nicoleshire
385,58,8,2025-07-23T18:25:38,cancelled,419.3,0.0,65.14,20.96,505.4,cash,Robertsfurt,2025-07-23T19:18:38,,payment_failed,robertsfurt
386,15,35,2024-11-10T20:09:56,delivered,680.16,0.0,29.95,34.01,744.12,card,New Barry,2024-11-10T20:48:56,2024-11-10T20:54:56,,new barry
387,20,46,2024-12-08T21:18:20,delivered,249.34,0.0,55.7,12.47,317.51,card,South Robertshire,2024-12-08T21:58:20,2024-12-08T22:03:20,,south robertshire
388,20,42,2025-12-06T13:55:40,delivered,177.36,0.0,45.95,8.87,232.18,upi,South Robertshire,2025-12-06T14:29:40,2025-12-06T14:42:40,,south robertshire
389,74,18,2026-02-27T20:12:36,delivered,333.58,0.0,38.59,16.68,388.85,cash,Heatherfort,2026-02-27T20:39:36,2026-02-27T20:44:36,,heatherfort
390,92,32,2026-08-14T21:38:06,delivered,227.64,0.0,39.05,11.38,278.07,cash,Port Amyhaven,2026-08-14T22:20:06,2026-08-14T22:00:06,,port amyhaven
391,38,19,2026-01-31T12:08:30,delivered,2459.76,0.0,57.95,122.99,2640.7,upi,Lake Eric,2026-01-31T12:54:30,2026-01-31T12:45:30,,lake eric
392,39,17,2025-11-06T13:14:58,pending,754.61,0.0,49.67,37.73,842.01,card,Port Chad,2025-11-06T13:54:58,2025-11-06T13:39:58,,port chad
393,33,18,2025-03-01T18:21:38,delivered,1061.69,0.0,39.88,53.08,1154.65,cash,Torreston,2025-03-01T18:48:38,2025-03-01T18:50:38,,torreston
394,70,16,2026-03-29T21:20:09,delivered,962.94,0.0,40.49,48.15,1051.58,card,West Jamesborough,2026-03-29T21:51:09,2026-03-29T21:54:09,,west jamesborough
395,89,23,2025-09-19T19:08:51,delivered,772.45,0.0,41.71,38.62,852.78,cash,Nelsonville,2025-09-19T19:53:51,2025-09-19T19:55:51,,nelsonville
396,34,10,2025-08-20T12:35:30,delivered,151.02,0.0,43.35,7.55,201.92,upi,Jasminemouth,2025-08-20T13:23:30,2025-08-20T13:39:30,,jasminemouth
397,75,25,2024-09-13T19:45:09,delivered,102.55,19.97,33.44,5.13,121.15,upi,East Laurabury,2024-09-13T20:19:09,2024-09-13T20:13:09,,east laurabury
398,73,17,2026-02-21T20:30:47,delivered,209.34,0.0,41.3,10.47,261.11,upi,Nathanland,2026-02-21T21:10:47,2026-02-21T21:29:47,,nathanland
399,47,7,2024-09-29T14:56:29,delivered,437.82,0.0,27.63,21.89,487.34,cash,Wilsonton,2024-09-29T15:18:29,2024-09-29T15:28:29,,wilsonton
400,88,3,2024-12-15T11:53:04,delivered,281.68,0.0,32.03,14.08,327.79,upi,New Joanne,2024-12-15T12:13:04,2024-12-15T12:02:04,,new joanne
401,87,41,2025-02-18T13:06:04,delivered,793.82,0.0,35.7,39.69,869.21,card,East Brent,2025-02-18T13:38:04,2025-02-18T13:29:04,,east brent
402,16,30,2026-02-08T18:20:48,delivered,293.66,0.0,28.25,14.68,336.59,cash,Johnsonmouth,2026-02-08T19:10:48,2026-02-08T19:06:48,,johnsonmouth
403,95,18,2026-06-07T11:56:40,delivered,823.76,0.0,40.27,41.19,905.22,card,Ericborough,2026-06-07T12:23:40,2026-06-07T12:25:40,,ericborough
404,50,6,2024-09-26T12:24:15,pending,1399.26,0.0,46.72,69.96,1515.94,upi,East Josephberg,2024-09-26T13:15:15,2024-09-26T13:15:15,,east josephberg
405,96,43,2025-05-12T12:16:30,delivered,1226.15,0.0,52.75,61.31,1340.21,cash,East Williamport,2025-05-12T12:50:30,2025-05-12T12:55:30,,east williamport
406,60,44,2025-11-30T21:56:56,delivered,139.38,27.4,35.12,6.97,154.07,card,South Carlos,2025-11-30T22:34:56,2025-11-30T22:29:56,,south carlos
407,7,40,2025-05-04T20:41:34,delivered,502.24,0.0,51.64,25.11,578.99,card,Samuelhaven,2025-05-04T21:30:34,2025-05-04T21:43:34,,samuelhaven
408,59,47,2026-07-18T20:34:09,delivered,231.98,0.0,37.66,11.6,281.24,card,Port Michael,2026-07-18T21:05:09,2026-07-18T20:50:09,,port michael
409,53,3,2025-12-11T11:40:11,delivered,1646.65,0.0,31.9,82.33,1760.88,cash,Lisaside,2025-12-11T12:00:11,2025-12-11T12:11:11,,lisaside
410,42,17,2025-06-05T19:22:58,delivered,673.86,112.85,53.3,33.69,648.0,cash,Goodville,2025-06-05T20:02:58,2025-06-05T20:10:58,,goodville
411,92,17,2025-10-06T19:07:50,pending,656.27,0.0,24.7,32.81,713.78,card,Port Amyhaven,2025-10-06T19:47:50,2025-10-06T19:37:50,,port amyhaven
412,71,10,2025-09-04T21:13:12,delivered,372.13,68.66,34.72,18.61,356.8,cash,Morganburgh,2025-09-04T22:01:12,2025-09-04T22:11:12,,morganburgh
413,41,39,2026-02-26T12:35:38,delivered,743.82,0.0,45.89,37.19,826.9,cash,North Terrance,2026-02-26T13:13:38,2026-02-26T12:59:38,,north terrance
414,17,8,2024-11-26T12:59:34,delivered,86.31,0.0,28.57,4.32,119.2,card,Darlenefurt,2024-11-26T13:52:34,2024-11-26T13:35:34,,darlenefurt
415,72,17,2024-09-05T12:50:47,delivered,529.26,0.0,35.65,26.46,591.37,upi,Sergiostad,2024-09-05T13:30:47,2024-09-05T13:10:47,,sergiostad
416,51,24,2024-12-20T13:20:21,pending,162.53,0.0,39.1,8.13,209.76,upi,Simmonsville,2024-12-20T13:43:21,2024-12-20T13:48:21,,simmonsville
417,94,19,2026-03-17T20:27:14,delivered,144.58,0.0,35.65,7.23,187.46,cash,Millerside,2026-03-17T21:13:14,2026-03-17T21:13:14,,millerside
418,46,40,2024-09-01T20:34:58,delivered,382.65,61.27,33.68,19.13,374.19,upi,Coffeyside,2024-09-01T21:23:58,2024-09-01T21:23:58,,coffeyside
419,23,3,2026-04-01T21:40:01,delivered,1448.76,0.0,36.73,72.44,1557.93,cash,Port Nicoleshire,2026-04-01T22:00:01,2026-04-01T21:45:01,,port nicoleshire
420,60,47,2026-06-09T18:13:43,delivered,937.37,0.0,39.95,46.87,1024.19,card,South Carlos,2026-06-09T18:44:43,2026-06-09T18:42:43,,south carlos
421,18,26,2025-12-09T20:59:07,delivered,529.32,28.3,60.99,26.47,588.48,cash,Bradleychester,2025-12-09T21:42:07,2025-12-09T21:35:07,,bradleychester
422,12,5,2025-02-08T20:41:18,delivered,862.42,0.0,37.34,43.12,942.88,upi,Johnfurt,2025-02-08T21:01:18,2025-02-08T21:06:18,,johnfurt
423,91,25,2025-05-27T14:27:38,delivered,102.55,0.0,46.2,5.13,153.88,cash,Hannahport,2025-05-27T15:01:38,2025-05-27T15:04:38,,hannahport
424,32,27,2025-03-01T18:22:25,delivered,288.9,0.0,49.23,14.45,352.58,upi,Wilsonland,2025-03-01T19:10:25,2025-03-01T18:58:25,,wilsonland
425,61,10,2025-07-28T12:18:38,delivered,100.68,0.0,48.3,5.03,154.01,cash,West Cassidy,2025-07-28T13:06:38,2025-07-28T13:32:38,,west cassidy
426,81,18,2026-07-10T12:17:26,delivered,166.94,0.0,47.35,8.35,222.64,cash,South Dennisview,2026-07-10T12:44:26,2026-07-10T12:54:26,,south dennisview
427,35,46,2026-07-17T11:21:41,delivered,192.05,0.0,60.8,9.6,262.45,upi,Barkerfurt,2026-07-17T12:01:41,2026-07-17T12:01:41,,barkerfurt
428,53,44,2025-08-09T11:39:06,delivered,677.35,0.0,54.96,33.87,766.18,card,Lisaside,2025-08-09T12:17:06,2025-08-09T12:17:06,,lisaside
429,84,35,2025-09-23T18:44:39,delivered,226.72,0.0,62.65,11.34,300.71,cash,Lake Brett,2025-09-23T19:23:39,2025-09-23T19:36:39,,lake brett
430,99,34,2025-04-24T20:42:31,delivered,377.25,0.0,30.71,18.86,426.82,cash,East Sharonville,2025-04-24T21:26:31,2025-04-24T21:23:31,,east sharonville
431,17,31,2026-08-13T12:42:13,delivered,868.51,0.0,51.64,43.43,963.58,cash,Darlenefurt,2026-08-13T13:16:13,2026-08-13T13:06:13,,darlenefurt
432,52,13,2025-03-19T20:12:49,delivered,384.79,0.0,20.01,19.24,424.04,cash,Garciaville,2025-03-19T20:59:49,2025-03-19T21:02:49,,garciaville
433,24,2,2025-08-29T20:27:13,delivered,167.81,0.0,45.1,8.39,221.3,cash,South Brittanytown,2025-08-29T21:06:13,2025-08-29T21:07:13,,south brittanytown
434,71,13,2024-09-28T19:03:41,delivered,134.75,0.0,45.89,6.74,187.38,card,Morganburgh,2024-09-28T19:50:41,2024-09-28T19:46:41,,morganburgh
435,100,13,2025-04-06T13:13:10,delivered,531.55,0.0,36.74,26.58,594.87,cash,Garciafort,2025-04-06T14:00:10,,,garciafort
436,36,11,2024-10-13T11:30:27,delivered,878.29,0.0,38.18,43.91,960.38,card,Waltersfort,2024-10-13T12:28:27,2024-10-13T12:21:27,,waltersfort
437,56,49,2025-03-07T20:32:10,delivered,230.37,0.0,35.15,11.52,277.04,card,Tuckermouth,2025-03-07T21:08:10,2025-03-07T21:03:10,,tuckermouth
438,73,22,2024-10-16T11:54:55,delivered,910.78,0.0,29.98,45.54,986.3,cash,Nathanland,2024-10-16T12:37:55,2024-10-16T12:51:55,,nathanland
439,64,12,2026-02-09T19:58:24,cancelled,1044.62,0.0,47.0,52.23,1143.85,cash,Port Heather,2026-02-09T20:33:24,2026-02-09T20:32:24,payment_failed,port heather
440,71,24,2026-04-23T18:27:50,delivered,741.69,0.0,54.71,37.08,833.48,card,Morganburgh,2026-04-23T18:50:50,2026-04-23T18:51:50,,morganburgh
441,14,35,2024-12-27T19:07:03,delivered,368.12,0.0,48.56,18.41,435.09,card,Jamesview,2024-12-27T19:46:03,2024-12-27T19:41:03,,jamesview
442,33,4,2025-11-02T13:14:02,cancelled,1005.23,0.0,47.67,50.26,1103.16,upi,Torreston,2025-11-02T14:05:02,2025-11-02T13:48:02,restaurant_unavailable,torreston
443,11,20,2025-10-22T13:19:05,delivered,204.98,0.0,38.22,10.25,253.45,upi,Shawhaven,2025-10-22T13:49:05,2025-10-22T13:50:05,,shawhaven
444,52,50,2025-05-11T12:01:58,delivered,252.17,0.0,47.49,12.61,312.27,upi,Garciaville,2025-05-11T12:44:58,2025-05-11T12:47:58,,garciaville
445,90,4,2026-08-20T14:29:51,delivered,667.0,0.0,39.57,33.35,739.92,card,Morrisbury,2026-08-20T15:20:51,2026-08-20T15:14:51,,morrisbury
446,34,7,2025-04-06T18:08:14,delivered,143.72,0.0,24.21,7.19,175.12,card,Jasminemouth,2025-04-06T18:30:14,2025-04-06T18:24:14,,jasminemouth
447,15,8,2026-08-01T21:53:32,delivered,200.44,0.0,30.97,10.02,241.43,card,New Barry,2026-08-01T22:46:32,2026-08-01T23:05:32,,new barry
448,21,47,2024-10-22T12:15:10,delivered,636.68,0.0,20.0,31.83,688.51,upi,Stephaniemouth,2024-10-22T12:46:10,2024-10-22T12:33:10,,stephaniemouth
449,63,45,2025-07-24T20:00:37,cancelled,501.45,0.0,24.68,25.07,551.2,cash,Lisahaven,2025-07-24T20:20:37,2025-07-24T20:20:37,restaurant_unavailable,lisahaven
450,19,44,2025-03-19T14:04:11,delivered,139.38,0.0,55.89,6.97,202.24,cash,Richardtown,2025-03-19T14:42:11,2025-03-19T14:23:11,,richardtown
451,9,32,2025-01-14T11:45:59,delivered,203.98,0.0,45.63,10.2,259.81,upi,East Jamesside,2025-01-14T12:27:59,2025-01-14T12:37:59,,east jamesside
452,20,19,2025-09-29T14:48:14,delivered,1562.81,0.0,44.22,78.14,1685.17,upi,South Robertshire,2025-09-29T15:34:14,2025-09-29T15:36:14,,south robertshire
453,66,25,2024-11-12T11:36:35,delivered,218.42,0.0,41.66,10.92,271.0,upi,Sarahchester,2024-11-12T12:10:35,2024-11-12T12:02:35,,sarahchester
454,95,22,2025-08-23T21:49:26,delivered,1770.44,0.0,43.75,88.52,1902.71,cash,Ericborough,2025-08-23T22:32:26,2025-08-23T22:30:26,,ericborough
455,41,37,2026-04-18T19:50:33,delivered,699.06,0.0,24.36,34.95,758.37,cash,North Terrance,2026-04-18T20:34:33,2026-04-18T20:32:33,,north terrance
456,32,43,2024-12-09T13:32:19,delivered,490.46,0.0,46.31,24.52,561.29,cash,Wilsonland,2024-12-09T14:06:19,2024-12-09T14:09:19,,wilsonland
457,26,9,2024-10-16T20:58:56,delivered,1333.77,0.0,54.93,66.69,1455.39,card,West Barbarafurt,2024-10-16T21:31:56,2024-10-16T21:21:56,,west barbarafurt
458,32,40,2026-01-05T21:01:59,delivered,220.54,0.0,40.37,11.03,271.94,cash,Wilsonland,2026-01-05T21:50:59,2026-01-05T21:24:59,,wilsonland
459,80,46,2025-08-15T20:22:12,delivered,433.38,0.0,38.64,21.67,493.69,card,Ferrellmouth,2025-08-15T21:02:12,2025-08-15T21:07:12,,ferrellmouth
460,57,18,2025-11-10T21:02:20,delivered,1204.16,0.0,32.29,60.21,1296.66,upi,North Tylerchester,2025-11-10T21:29:20,2025-11-10T21:30:20,,north tylerchester
461,42,43,2025-10-31T13:55:41,delivered,245.23,0.0,50.14,12.26,307.63,upi,Goodville,2025-10-31T14:29:41,2025-10-31T14:39:41,,goodville
462,59,3,2026-04-23T18:23:46,pending,531.24,0.0,51.26,26.56,609.06,cash,Port Michael,2026-04-23T18:43:46,2026-04-23T18:58:46,,port michael
463,41,7,2025-07-29T20:28:02,delivered,572.73,0.0,48.77,28.64,650.14,cash,North Terrance,2025-07-29T20:50:02,2025-07-29T20:44:02,,north terrance
464,73,38,2025-06-08T14:55:27,delivered,193.44,0.0,45.14,9.67,248.25,card,Nathanland,2025-06-08T15:16:27,2025-06-08T15:16:27,,nathanland
465,26,48,2025-12-26T18:08:58,delivered,254.75,0.0,42.36,12.74,309.85,card,West Barbarafurt,2025-12-26T18:58:58,2025-12-26T19:02:58,,west barbarafurt
466,78,8,2025-10-02T19:53:16,delivered,521.24,54.11,49.73,26.06,542.92,cash,Montgomerytown,2025-10-02T20:46:16,2025-10-02T20:27:16,,montgomerytown
467,60,40,2026-01-06T21:40:11,delivered,1490.03,0.0,41.01,74.5,1605.54,card,South Carlos,2026-01-06T22:29:11,2026-01-06T22:25:11,,south carlos
468,70,14,2025-05-29T13:07:32,delivered,170.15,0.0,40.74,8.51,219.4,cash,West Jamesborough,2025-05-29T13:42:32,2025-05-29T13:51:32,,west jamesborough
469,8,27,2025-08-14T11:02:18,delivered,142.78,0.0,43.89,7.14,193.81,card,Lewisberg,2025-08-14T11:50:18,2025-08-14T11:53:18,,lewisberg
470,69,37,2024-10-31T20:05:04,delivered,588.93,0.0,52.44,29.45,670.82,cash,Kristinastad,2024-10-31T20:49:04,2024-10-31T20:51:04,,kristinastad
471,34,19,2025-10-30T19:58:15,delivered,174.65,0.0,58.49,8.73,241.87,upi,Jasminemouth,2025-10-30T20:44:15,2025-10-30T20:42:15,,jasminemouth
472,6,9,2025-05-24T12:50:26,delivered,564.66,0.0,56.03,28.23,648.92,card,West Natashaport,2025-05-24T13:23:26,2025-05-24T13:21:26,,west natashaport
473,60,44,2026-02-05T12:57:11,delivered,795.68,0.0,26.77,39.78,862.23,upi,South Carlos,2026-02-05T13:35:11,2026-02-05T13:30:11,,south carlos
474,25,19,2025-12-22T11:45:18,delivered,335.58,0.0,44.74,16.78,397.1,upi,Port Anthonybury,2025-12-22T12:31:18,2025-12-22T12:35:18,,port anthonybury
475,20,35,2026-02-20T13:46:49,cancelled,337.42,0.0,48.04,16.87,402.33,cash,South Robertshire,2026-02-20T14:25:49,2026-02-20T14:30:49,payment_failed,south robertshire
476,40,28,2025-01-26T19:33:57,delivered,1709.07,0.0,47.66,85.45,1842.18,card,New Patrick,2025-01-26T20:10:57,2025-01-26T20:02:57,,new patrick
477,51,16,2025-06-03T20:14:56,delivered,260.04,0.0,46.45,13.0,319.49,upi,Simmonsville,2025-06-03T20:45:56,2025-06-03T20:55:56,,simmonsville
478,32,48,2026-08-20T11:31:53,delivered,2419.75,0.0,40.3,120.99,2581.04,upi,Wilsonland,2026-08-20T12:21:53,2026-08-20T12:32:53,,wilsonland
479,51,24,2026-01-11T20:46:04,delivered,162.53,0.0,44.76,8.13,215.42,upi,Simmonsville,2026-01-11T21:09:04,2026-01-11T21:10:04,,simmonsville
480,23,2,2026-07-21T11:40:40,delivered,1005.87,0.0,37.64,50.29,1093.8,card,Port Nicoleshire,2026-07-21T12:19:40,2026-07-21T12:22:40,,port nicoleshire
481,10,9,2026-02-25T12:02:26,delivered,551.3,0.0,43.59,27.56,622.45,cash,South Aaron,2026-02-25T12:35:26,2026-02-25T12:13:26,,south aaron
482,61,45,2025-10-28T21:06:14,delivered,1002.9,0.0,20.0,50.15,1073.05,upi,West Cassidy,2025-10-28T21:26:14,2025-10-28T21:35:14,,west cassidy
